headline,lead_paragraph,date
"China Suggests That U.S., Projecting Power, Is Stirring Asia-Pacific Tensions ","HAIKOU, China — China published a national defense paper on Tuesday suggesting that the United States was creating tensions in the Asia-Pacific region by strengthening its military presence and reinforcing its alliances there. The paper, released by the Ministry of Defense, did not declare that the United States was responsible, but the message was clear.",2013-04-16 11:21:03+00:00
Great-Power Myopia,"The narcissism of small differences is not usually associated with great-power politics. The pathology of turning minor disputes into major divisions between otherwise like-minded parties is presumed to pale in the shadow of the strategic disputes that separate Washington, Moscow and Beijing. ",2013-04-16 13:07:37+00:00
Cyberwar: How Digital Threats Are Redefining National Security,,2013-04-16 19:27:39+00:00
"Killing Terrorists, Creating More","WASHINGTON — As a candidate in 2008, Barack Obama was unsparing in his criticism of President George W. Bush’s anti-terrorism policies. He assailed torture and the infamous detention center at Guantánamo Bay, the lack of transparency and congressional oversight, the dubious legal framework and the blowback that was spawning more terrorists and diminishing U.S. standing in the world.",2013-04-16 19:50:24+00:00
"North Korea Tones Down Language, Giving Hope for Dialogue","SEOUL, South Korea — By North Korean standards, the invective issued over the past week has bordered on civil. Instead of near daily threats of nuclear annihilation for the “nest of evil” in the United States and promises to “press the button,” the North in recent days has grumbled over a “crafty ploy” and “cunning trick” by America and its allies to strip the North of its nuclear arsenal.",2013-04-18 10:27:17+00:00
"Superpower, Leading From Behind","The title of Vali Nasr’s provocative and uneven new book, “The Dispensable Nation: American Foreign Policy in Retreat,” plays on President Bill Clinton’s description of the United States as the world’s one “indispensable nation.” Mr. Nasr — who was a senior adviser to Richard C. Holbrooke, the Obama administration’s special representative for Afghanistan and Pakistan (AfPak) — suggests in this sharply critical volume that the foreign policy pursued under Mr. Obama has diminished America’s leadership role in the world. ",2013-04-18 19:27:56+00:00
China’s North Korea Envoy Will Visit U.S. for Talks,"BEIJING — China’s special envoy on North Korea, Wu Dawei, will visit Washington early next week to conduct talks with American officials, the Foreign Ministry said Friday.",2013-04-19 09:50:14+00:00
Clowning Around,Kim Jong-un’s nuclear act fails to convince China or the U.S.,2013-04-21 08:27:48+00:00
U.S. and China Put Focus on Cybersecurity,"BEIJING — The United States and China held their highest-level military talks in nearly two years on Monday, with a senior Chinese general pledging to work with the United States on cybersecurity because the consequences of a major cyberattack “may be as serious as a nuclear bomb.”",2013-04-22 23:43:52+00:00
U.S. General Sees Hope for Chinese Help on Korea,"BEIJING — After three days of talks here, America’s top military officer said Wednesday that he believed China wanted to limit the nuclear ambitions of North Korea but that it remained unclear how China would work toward that goal.",2013-04-24 21:07:20+00:00
The Market Shall Set North Korea Free,Seoul,2013-04-26 11:40:50+00:00
A Wholesaler Decides to Abandon His Most Profitable Sales Channel,"Last week, we published a case study about an entrepreneur, new to the furniture business, who had expanded his business selling patio and deck furniture to $7 million in annual sales. Instead of selling through sales representatives, Gerald Shvartsman, founder and chief executive of Source Outdoor, which is based in Miami, employed a multichannel sales strategy.",2013-05-01 17:00:02+00:00
China Is Seen Nearing U.S.’s Military Power in Region,"TOKYO — China’s growing industrial might is likely to allow it to mount an increasingly formidable challenge to the military supremacy of the United States in the waters around China that include Japan and Taiwan, though it will probably seek to avoid an outright armed conflict, according to a detailed new report by a group of American researchers.",2013-05-01 20:12:21+00:00
"Boom, Bust or What?","One cold late-winter afternoon, Larry Summers was standing by the free-throw line at Lavietes Pavilion, on the Harvard campus, somberly shooting a basketball. In the past couple of years, Summers has sworn off Diet Coke, gluten and junk food and lost a fair amount of weight. As a result, his gray White House T-shirt billowed over his loose gym shorts. Summers, the former Treasury secretary and celebrated economist, is well known for his cutting wit and laserlike focus; he is less well known for his jump shot. But Summers, who recalls with anguish being cut from his high-school basketball team, never let his gaze wander as he took, and missed, nearly every shot. Two Harvard players ran down his rebounds.",2013-05-02 09:01:07+00:00
United States Calls on North Korea to Free American,"SEOUL, South Korea — The United States said Thursday that North Korea should immediately release an American citizen who was sentenced this week to 15 years of hard labor, setting up a potential new source of confrontation between the two countries that could aggravate tensions that are still high over North Korea’s nuclear war threats.",2013-05-02 10:31:24+00:00
"In China-India Border Battle, Some Echoes of Run-Up to 1962 War","The latest alleged Chinese military incursion into Indian territory, in the form of dozens of soldiers who Indian officials say are camped six miles over the border in the Himalayas, has caused turmoil within India about the proper response. ",2013-05-03 11:27:59+00:00
Australia Strives to Balance China and the United States,"BEIJING — The official Chinese news media responded in a low-key, if apparently approving, fashion to a shift by the Australian government toward a more conciliatory strategic approach to China, judging by reactions over the weekend.",2013-05-05 05:53:25+00:00
North Korea Says Prisoner Won’t Be Used as Leverage,"SEOUL, South Korea — North Korea said Sunday that it would not use an imprisoned American citizen as a political bargaining chip, rejecting the possibility of allowing any prominent Americans to visit the North to request his release, as it has in similar cases.",2013-05-05 14:56:30+00:00
Obama Backs South Korea President’s Policy on North,"WASHINGTON — President Obama offered an endorsement Tuesday of South Korea’s new president, Park Geun-hye, and her blueprint for defusing tensions with North Korea, but warned that the first move was up to the erratic, often belligerent young leader in Pyongyang,Kim Jong-un.",2013-05-08 01:20:53+00:00
